id,site,job_url,job_url_direct,title,company,location,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,description,company_industry,company_url,company_logo,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type,embedding
gd-1009947530493,glassdoor,https://www.glassdoor.co.in/job-listing/j?jl=1009947530493,,Open Source Developers,Mercor,"San Francisco, CA",,direct_data,hourly,90.0,120.0,USD,False,,,organic,,"We’re looking for **open\-source contributors** and **experienced engineers** who understand how to review, maintain, and troubleshoot live repositories.

**Who You Are**

* An **open\-source developer or maintainer** who has contributed to or reviewed code in live repositories
* Comfortable reasoning about Git at a deep level
* Adept at debugging repository states and fixing broken histories without data loss

**Preferred Qualifications**

* 3\+ years of software engineering experience in open\-source, backend, or DevOps roles
* Demonstrated history of contributions on **GitHub, GitLab, or other OSS platforms**
* (Bonus) Experience in **code review** or **AI/LLM model evaluation**

**Why Join**

* Turn your open\-source experience into valuable, high\-impact data
* Fully remote, flexible work, with competitive compensation",,https://www.glassdoor.co.in/Overview/W-EI_IE3426548.htm,https://media.glassdoor.com/sql/3426548/mercor-poland-squarelogo-1637243262831.png,,,,,,,,,,,,"[-0.020407918840646744, -0.05408446118235588, -0.00862231943756342, 0.058587294071912766, 0.08844904601573944, -0.04557983577251434, 0.0068266503512859344, 0.028667006641626358, -0.03293941542506218, 0.015618863515555859, -0.007741497829556465, -0.033733125776052475, -0.06120118871331215, -0.08487886935472488, -0.08390548825263977, 0.06560701131820679, -0.06718127429485321, 0.021499861031770706, 0.048095230013132095, -0.06492757797241211, -0.11184902489185333, 0.03948454558849335, 0.01982096955180168, 0.033591628074645996, 0.08071041852235794, -0.009862762875854969, -0.024551574140787125, 0.011436296626925468, -0.019496386870741844, -0.01937016472220421, -0.0522119402885437, 0.029278840869665146, 0.05136430263519287, 0.013877175748348236, 0.030392244458198547, 0.09719250351190567, 0.03525206819176674, -0.000821801892016083, -0.04757313057780266, 0.011839359067380428, -0.03685109689831734, 0.010324356146156788, 0.010777037590742111, 0.019429678097367287, -0.03684486448764801, -0.07984236627817154, 0.019700367003679276, -0.10383012890815735, -0.04913248494267464, 0.0013188315788283944, -0.07580042630434036, -0.12787500023841858, 0.04790908098220825, -0.01799771748483181, 0.022064462304115295, -0.013009646907448769, 0.029258636757731438, -0.03553413972258568, 0.005830205511301756, -0.027201836928725243, 0.045950762927532196, 0.060825616121292114, -0.07973941415548325, 0.003538793884217739, 0.060533035546541214, -0.03778843954205513, -0.03137287497520447, 0.07674702256917953, 0.008477188646793365, -0.10564668476581573, -0.022683728486299515, 0.025631364434957504, -0.06708395481109619, 0.03618375211954117, 0.04340333491563797, -0.013767287135124207, -0.03438345342874527, 0.015395370312035084, 0.06053701788187027, 0.00020798391778953373, 0.060211390256881714, 0.005303777288645506, -0.08735736459493637, 0.003245551837608218, -0.0646517425775528, 0.035838592797517776, 0.06877128779888153, 0.11871761083602905, 0.1211576983332634, 0.022777866572141647, 0.02711269073188305, 0.06432446837425232, 0.10735137015581131, -0.04594733193516731, 0.006216440349817276, -0.03845904767513275, 0.054939888417720795, -0.027713308110833168, -0.05849270522594452, 0.06986239552497864, -0.011349927634000778, -0.011798418127000332, 0.027972260490059853, -0.022046636790037155, 0.004330914467573166, 0.0840182825922966, 0.016077810898423195, 0.07586519420146942, 0.02906576730310917, 0.029733149334788322, 0.0324530154466629, -0.053874026983976364, -0.04187112674117088, -0.07334306091070175, 0.04423794150352478, 0.053357016295194626, -0.09235882759094238, 0.005133396480232477, -0.010137716308236122, -0.07417146116495132, 0.0026988680474460125, 0.05071685463190079, -0.037377674132585526, -0.09144168347120285, 0.019310690462589264, 0.009921954944729805, -0.032915983349084854, 3.1191088730336754e-33, 0.10266713798046112, 0.07767151296138763, -0.004538311157375574, 0.07761117070913315, -0.019113890826702118, -0.007418517023324966, -0.02422051876783371, 0.022241787984967232, -0.13754111528396606, -0.05883987620472908, 0.05946900695562363, 0.03792119398713112, -0.08095841854810715, 0.07337770611047745, -0.04944150522351265, -0.04389750957489014, -0.06389239430427551, 0.03769770264625549, -0.04719866067171097, 0.04651354253292084, -0.030751271173357964, -0.03854021802544594, -0.04571197181940079, 0.05842281132936478, 0.03960919752717018, -0.10764718800783157, 0.01876363344490528, 0.016116010025143623, 0.0489637516438961, 0.019269805401563644, 0.050068024545907974, 0.019706660881638527, -0.007906857877969742, -0.043112143874168396, 0.01750471442937851, 0.007990270853042603, -0.1109623983502388, -0.045437078922986984, 0.023494699969887733, -0.047980014234781265, -0.011723835952579975, 0.05075180530548096, 0.008650128729641438, -0.044989511370658875, 0.08114343881607056, -0.030759653076529503, 0.08428669720888138, -0.01805027760565281, 0.11828985810279846, 0.007464651949703693, -0.07292693853378296, 0.04179379343986511, -0.04357980191707611, 0.04595576971769333, -0.03160840645432472, 0.019438982009887695, 0.057210177183151245, 0.00035177762038074434, 0.003773993346840143, 0.0543220080435276, -0.060959845781326294, 0.0714334100484848, -0.022744253277778625, -0.04013633728027344, -0.05145682767033577, 0.0003990570839960128, -0.03281751647591591, 0.03392968699336052, 0.10075808316469193, 0.07481754571199417, -0.06189257651567459, -0.016775080934166908, 0.013277491554617882, 0.025872474536299706, -0.14078813791275024, 0.01521481666713953, -0.07218360900878906, 0.0482347346842289, 0.053889043629169464, 0.029503047466278076, -0.025968121364712715, 0.0024517604615539312, -0.028156716376543045, 0.053683992475271225, -0.016435999423265457, 0.07908736914396286, -0.023999463766813278, 0.046761397272348404, -0.04765275493264198, 0.12052744626998901, 0.037361450493335724, -0.015702299773693085, -0.009021764621138573, -0.025290552526712418, -0.053586144000291824, -5.59876020682155e-33, -0.08618994802236557, -0.07412178814411163, -0.008201328106224537, 0.04440361261367798, 0.025897204875946045, -0.028162464499473572, -0.11008890718221664, -0.01423112116754055, 0.08864447474479675, 0.01930958777666092, 0.015730885788798332, -0.031185217201709747, -0.004194742068648338, -0.023763785138726234, 0.022892389446496964, -0.0890074074268341, -0.05091800168156624, -0.06414647400379181, -0.05383792147040367, 0.07595103979110718, 0.029385806992650032, 0.028629429638385773, 0.004134552087634802, -0.0341314859688282, 0.059780679643154144, 0.018346453085541725, 0.06777031719684601, -0.009702129289507866, -0.011901329271495342, -0.023863038048148155, 0.006922811735421419, 0.0005944269360043108, -0.11157736927270889, -0.03397095203399658, -0.03806094452738762, 0.015552702359855175, -0.002888331189751625, 0.0358179546892643, -0.015156559646129608, 0.014761318452656269, 0.07083403319120407, 0.012375273741781712, 0.0075569055043160915, -0.07650656253099442, -0.08165925741195679, 0.03302040696144104, -0.07400119304656982, -0.04555531218647957, -0.08962488174438477, -0.020378941670060158, -0.00370417651720345, -0.008450294844806194, 0.057132020592689514, -0.07445771247148514, 0.05418294668197632, 0.015632389113307, 0.019617341458797455, 0.06361658871173859, 0.04126894846558571, -0.021984204649925232, -0.04441129043698311, 0.04467669874429703, 0.04078185185790062, 0.061590131372213364, -0.044272735714912415, -0.07616613805294037, -0.027535974979400635, 0.06488705426454544, -0.0908106341958046, -0.07061254978179932, 0.09242990612983704, -0.04352116584777832, -0.046567026525735855, -0.07048219442367554, -0.020287957042455673, 0.022031795233488083, -0.07384756952524185, 0.02331119403243065, -0.06743713468313217, 0.018997127190232277, -0.0027826796285808086, -0.024670099839568138, 0.04630817100405693, 0.05763782560825348, 0.025836573913693428, 0.0017751693958416581, 0.0004309169889893383, -0.022074172273278236, 0.03859575092792511, 0.060946062207221985, -0.09110268205404282, -0.015301194973289967, -0.006157589145004749, -0.033844657242298126, -0.0198050569742918, -4.4644938412830015e-08, -0.010886354371905327, 0.005370007362216711, -0.0681864321231842, 0.057122793048620224, 0.002621111460030079, -0.0441330224275589, -0.021002909168601036, 0.035166237503290176, -0.019704576581716537, 0.13075143098831177, 0.027217205613851547, 0.0014855021145194769, -0.03032205067574978, -0.004333813674747944, 0.022428931668400764, -0.006101830396801233, -0.09495957940816879, 0.05968031287193298, -0.06417105346918106, -0.05144853889942169, 0.023276779800653458, 0.0350162647664547, 0.04140029847621918, 0.052032362669706345, -0.02155570313334465, -0.00982454139739275, 0.022053007036447525, 0.07967550307512283, -0.033885322511196136, -0.07534840703010559, 0.06453599780797958, 0.05243540555238724, -0.04387087747454643, -0.06341499835252762, 0.07197171449661255, -0.004875462036579847, -0.029860181733965874, -0.04385827109217644, 0.00401774188503623, 0.06504318863153458, -0.08387281745672226, -0.005481010768562555, 0.00675355177372694, 0.012058648280799389, -0.07082551717758179, -0.017062930390238762, -0.00042290808050893247, -0.03073263354599476, -0.03408821299672127, -0.06834213435649872, -0.007418645545840263, -0.060869358479976654, 0.00675766309723258, 0.04801005497574806, 0.07710836827754974, 0.07685736566781998, 0.0003946304495912045, 0.07387097924947739, 0.010398223996162415, 0.012845434248447418, 0.019752265885472298, -0.043232981115579605, 0.03480701893568039, 0.039209995418787]"
gd-1009947733243,glassdoor,https://www.glassdoor.co.in/job-listing/j?jl=1009947733243,,Software Engineer II,PlayStation Global,,,direct_data,yearly,163700.0,245500.0,USD,True,,,organic,,"Position Type:
Location(s):
United States, Remote
Date Posted:
Job ID:
R\-122414
  
**Why PlayStation?**


PlayStation isn’t just the Best Place to Play — it’s also the Best Place to Work. Today, we’re recognized as a global leader in entertainment producing The PlayStation family of products and services including PlayStation®5, PlayStation®4, PlayStation®VR, PlayStation®Plus, acclaimed PlayStation software titles from PlayStation Studios, and more.


PlayStation also strives to create an inclusive environment that empowers employees and embraces diversity. We welcome and encourage everyone who has a passion and curiosity for innovation, technology, and play to explore our open positions and join our growing global team.


The PlayStation brand falls under Sony Interactive Entertainment, a wholly\-owned subsidiary of Sony Group Corporation.

**Seeking multiple positions \| multiple levels of experience**

**Why PlayStation?**


PlayStation isn’t just the Best Place to Play — it’s also the Best Place to Work.


Today, we’re recognized as a global leader in entertainment producing the PlayStation family of products and services including PlayStation®5, PlayStation®4, PlayStation®VR, PlayStation®Plus, acclaimed PlayStation software titles from PlayStation Studios, and more.


PlayStation also strives to create an inclusive environment that empowers employees and embraces diversity. We welcome and encourage everyone who has a passion and curiosity for innovation, technology, and play to explore our open positions and join our growing global team.


The PlayStation brand falls under Sony Interactive Entertainment, a wholly owned subsidiary of Sony Corporation.

### **Responsibilities**

* Design, develop, test, and document React and React Native–based cross\-platform client applications that deliver seamless and consistent user experiences across desktop and mobile environments, including iOS, iPadOS, and macOS.
* Work closely with Product Owners and Product Managers to translate product requirements into well\-structured, maintainable code.
* Collaborate with cross\-functional teams to define and refine technical approaches that support performance, accessibility, and scalability.
* Write robust unit and component tests to ensure reliability and prevent regressions.
* Review and provide feedback on design documents and pull requests.
* Continuously learn, experiment, and bring forward innovative ideas — participate in Hackathons and Café Days to help shape the future of PlayStation experiences.
* Contribute to evolving engineering standards and advocate for clean, sustainable coding practices.

### **Required Qualifications**

* Bachelor’s degree in Computer Science or a related field, or at least three years of equivalent professional experience.
* 2\+ years of front\-end or full\-stack development experience.
* Proficiency in HTML, CSS, JavaScript/TypeScript, and experience with frameworks such as React and React Native.
* Experience developing and debugging cross\-platform applications for environments such as iOS, iPadOS, and macOS.
* Strong problem\-solving skills and a passion for quality software.
* Excellent communication skills and a collaborative mindset.

### **Preferred Qualifications**

* Hands\-on experience with React Native bridges and native integrations using Objective\-C, Swift, or C\+\+.
* Familiarity with GraphQL, REST APIs, and containerization tools such as Docker.
* Understanding of cross\-platform build pipelines and CI/CD practices.
* Experience working with performance optimization, accessibility, and responsive design principles.
* Curiosity about AI\-assisted development tools or automation that improves developer productivity.

 ***Please refer to our*** ***Candidate Privacy Notice*** ***for more information about how we process your personal information, and your data protection rights.***

  

At SIE, we consider several factors when setting each role’s base pay range, including the competitive benchmarking data for the market and geographic location.  

  

Please note that the base pay range may vary in line with our hybrid working policy and individual base pay will be determined based on job\-related factors which may include knowledge, skills, experience, and location.  

  

In addition, this role is eligible for SIE’s top\-tier benefits package that includes medical, dental, vision, matching 401(k), paid time off, wellness program and coveted employee discounts for Sony products. This role also may be eligible for a bonus package.

  

The estimated base pay range for this role is listed below.
$163,700—$245,500 USD**Equal Opportunity Statement:**

*Sony is an Equal Opportunity Employer. All persons will receive consideration for employment without regard to gender (including gender identity, gender expression and gender reassignment), race (including colour, nationality, ethnic or national origin), religion or belief, marital or civil partnership status, disability, age, sexual orientation, pregnancy, maternity or parental status, trade union membership or membership in any other legally protected category.*

*We strive to create an inclusive environment, empower employees and embrace diversity. We encourage everyone to respond.*

*PlayStation is a Fair Chance employer and qualified applicants with arrest and conviction records will be considered for employment.*",,https://www.glassdoor.co.in/Overview/W-EI_IE117138.htm,https://media.glassdoor.com/sql/117138/playstation-squareLogo-1613048017082.png,,,,,,,,,,,,"[0.01637590304017067, -0.06536738574504852, 0.042970921844244, -0.11530659347772598, 0.040134359151124954, 0.03260958567261696, 0.06732096523046494, 0.01843351311981678, 0.03133854642510414, 0.04572717100381851, -0.0897374376654625, 0.04131144657731056, 0.04257974773645401, -0.0004266154719516635, 0.013033194467425346, -0.05612700805068016, -0.007429320830851793, -0.06011718884110451, 0.04740133509039879, -0.06952972710132599, 0.00027592192054726183, -0.08748511970043182, -0.00896657444536686, -0.010817792266607285, -0.008866623044013977, 0.031015323475003242, 0.012538173235952854, 0.088375523686409, -0.043140262365341187, -0.04435145482420921, -0.06089005246758461, 0.057511720806360245, 0.017428206279873848, 0.06001400575041771, 0.042719461023807526, 0.0347861610352993, -0.03801478445529938, -0.08132323622703552, -0.056984804570674896, -0.0289189163595438, -0.024486884474754333, -0.031778864562511444, -0.00899051409214735, -0.004909154959022999, -0.012576812878251076, -0.016865858808159828, -0.04492377117276192, -0.07188188284635544, 0.02860015444457531, 0.03330225497484207, -0.031192278489470482, -0.01719200611114502, 0.048216260969638824, -0.026591768488287926, -0.004676710348576307, 0.06124325096607208, 0.04103133827447891, 0.05392840877175331, 0.05835453048348427, 0.04267575219273567, 0.02950647473335266, -0.10113105177879333, -0.018662404268980026, 0.051071856170892715, -0.012197153642773628, 0.004552971571683884, 0.0322578139603138, 0.057442836463451385, -0.07634752243757248, -0.08823618292808533, -0.05174519866704941, 0.024367716163396835, 0.0010660026455298066, 0.07260837405920029, -0.012021132744848728, -0.02845027856528759, 0.0019069697009399533, -0.04708074405789375, 0.004285415168851614, -0.005154462065547705, 0.05169804021716118, -0.03374754637479782, -0.15614698827266693, 0.04917677864432335, -0.08677755296230316, 0.05378952994942665, -0.0039249747060239315, -0.02247610129415989, 0.05336753651499748, 0.03244733810424805, -0.08326838165521622, -0.00789544265717268, 0.08470222353935242, 0.05156346783041954, -0.07345056533813477, -0.025525514036417007, -0.018087459728121758, -0.07456741482019424, -0.05346216633915901, 0.0365586020052433, -0.020078830420970917, 0.0419686958193779, 0.05732022970914841, -0.04131266474723816, -0.07340729236602783, 0.0005799823557026684, -0.04947376623749733, 0.07618757337331772, -0.005835699383169413, -0.010527488775551319, -0.12698322534561157, 0.031049804762005806, -0.12612774968147278, -0.031891562044620514, 0.02690831571817398, 0.07875621318817139, -0.02045200951397419, 0.08932942897081375, -0.030987808480858803, -0.08248195052146912, 0.03450573608279228, 0.017481399700045586, -0.09059230238199234, 0.007761903572827578, -0.08555328845977783, -0.07683631032705307, 0.051008500158786774, 1.2123787003217023e-33, -0.027086280286312103, 0.04119570925831795, 0.10502919554710388, 0.039178475737571716, -0.012637175619602203, -0.00787770189344883, -0.0033035841770470142, 0.1069217175245285, -0.0531453974545002, 0.06687141209840775, -0.01953178644180298, -0.006618212442845106, -0.02964930236339569, 0.04512639716267586, 0.04031212627887726, 0.04611431434750557, 0.05239828675985336, 0.07314025610685349, -0.007023157086223364, 0.07220170646905899, -0.005072705447673798, -6.0966151067987084e-05, 0.03507106378674507, 0.008706150576472282, 0.049141813069581985, 0.026440663263201714, -0.07285993546247482, -0.040187589824199677, 0.11647929251194, 0.016885142773389816, -0.03692762553691864, -0.01511707529425621, -0.04854900389909744, -0.008860225789248943, 0.07532717287540436, -0.00153611961286515, -0.06591641902923584, -0.0951850637793541, 0.028991449624300003, 0.08825566619634628, -0.0009269873262383044, 0.01806795969605446, -0.07557854056358337, 0.011057068593800068, 0.07080400735139847, -0.011037896387279034, 0.053522322326898575, -0.05455988645553589, 0.041661106050014496, 0.04129812493920326, -0.11524584889411926, 0.10437954217195511, 0.0129574965685606, -0.01658959873020649, 0.04438655450940132, -0.05749620497226715, 0.035935524851083755, -0.01929462142288685, -0.0034647025167942047, -0.0006503527401946485, 0.08889199793338776, 0.0006963899359107018, -0.04794967919588089, -0.030537858605384827, -0.025406815111637115, -0.002893844386562705, 0.11338366568088531, 0.016598686575889587, 0.0855771079659462, 0.013409429229795933, -0.035528428852558136, 0.016016481444239616, 0.05390958487987518, 0.058431290090084076, 0.012653658166527748, 0.024295276030898094, -0.07694767415523529, 0.04410853609442711, -0.007230781484395266, 0.053152669221162796, -0.08827099949121475, 0.048186566680669785, -0.07835371047258377, 0.02982538565993309, 0.053569771349430084, 0.13006310164928436, 0.04738357290625572, -0.06354360282421112, -0.057434774935245514, 0.07413165271282196, -0.09408075362443924, -0.048372719436883926, -0.006902946159243584, 0.10835865885019302, -0.04728731885552406, -5.3406517694237155e-33, -0.05422298237681389, -0.07904195040464401, -0.0024731422308832407, -0.06602595746517181, -0.008978801779448986, -0.03674047067761421, -0.03777872398495674, 0.0017430046573281288, 0.002412922214716673, 0.09602924436330795, -0.021553561091423035, 0.005785326939076185, 0.00992643740028143, -0.017132924869656563, -0.016141382977366447, -0.007441910915076733, 0.00798715464770794, -0.020399322733283043, -0.03629371151328087, 0.010105217806994915, 0.07050322741270065, 0.09507181495428085, 0.017538808286190033, 0.040244124829769135, 0.06521176546812057, 0.0033349760342389345, 0.08495936542749405, 0.03497134894132614, -0.00802692025899887, 0.07548055052757263, -0.0030406939331442118, 0.019550500437617302, -0.08148273825645447, 0.03264196962118149, -0.034147754311561584, -0.005128666292876005, -0.0028542589861899614, -0.05398900434374809, -0.0005664676427841187, -0.009234651923179626, 0.0165573563426733, 0.0032559356186538935, -0.023675939068198204, -0.016351722180843353, -0.05808514729142189, -0.04631625488400459, 0.03962351009249687, -0.040100499987602234, 0.05152628570795059, -0.03689949959516525, 0.027924370020627975, 0.014159061014652252, -0.06690487265586853, -0.05830410122871399, 0.028758402913808823, -0.0371716283261776, -0.14183413982391357, 0.004357282072305679, -0.016540538519620895, -0.10508271306753159, 0.057743243873119354, 0.03749341145157814, -0.027096299454569817, 0.06116894632577896, -0.02342049963772297, -0.004235079977661371, 0.13758772611618042, 0.024116909131407738, -0.030851926654577255, -0.08836503326892853, -0.025056784972548485, -0.0020855918992310762, -0.03930501639842987, 0.07350002229213715, -0.10920736938714981, 0.020181886851787567, -0.01339561864733696, -0.007430329918861389, -0.023311322554945946, 0.014425593428313732, -0.000793434155639261, 0.011417647823691368, -0.030652744695544243, 0.019890690222382545, 0.012435171753168106, 0.02432985045015812, 0.01611076295375824, -0.0016820221208035946, 0.008166247047483921, -0.08938540518283844, -0.02891549840569496, 0.055950019508600235, -0.09415220469236374, -0.017232287675142288, -0.08745203912258148, -4.8524022133733524e-08, 0.07055256515741348, -0.044380415230989456, -0.022848092019557953, 0.025802860036492348, -0.004290045704692602, -0.052921418100595474, -0.04607686772942543, -0.06994009763002396, 0.010155058465898037, 0.000763949123211205, -0.04541695490479469, -0.04471080005168915, 0.025133533403277397, -0.022832034155726433, 0.054580871015787125, -0.0111518120393157, -0.05416426807641983, 0.1451071798801422, -0.012718982994556427, 0.004660460166633129, 0.04020580276846886, 0.0412185862660408, 0.01960822008550167, -0.06040651723742485, -0.014682725071907043, -0.026747610419988632, -0.023547716438770294, -0.04907550290226936, 0.012067547999322414, -0.005174996796995401, 0.056094538420438766, -0.02297934703528881, -0.08526492863893509, -0.08806908130645752, 0.06277159601449966, -0.04429486393928528, 0.051739517599344254, -0.002459203125908971, -0.02528785541653633, -0.059746045619249344, -0.023450888693332672, -0.017517492175102234, 0.009328986518085003, 0.07005759328603745, -0.054146308451890945, -0.004878283012658358, -0.004658624064177275, -0.049752235412597656, -0.03572867810726166, 0.007567852735519409, -0.05649348720908165, 0.019834741950035095, -0.03325461968779564, 0.008558454923331738, 0.02751035988330841, 0.040764521807432175, -0.004577108658850193, -0.046750158071517944, -0.08599614351987839, 0.03393730893731117, -0.015117469243705273, -0.028575289994478226, -0.001993879210203886, 0.04969414696097374]"
